target_id	length	eff_length	est_counts	tpm
NM_058438	339	109.049	6	64.3448
NM_058439	4278	4582.33	2675.48	682.81
NR_049949	145	19.8987	17	999.098
NM_001306486	3795	4075.05	0.0572076	0.0164174
NM_001306487	3090	3274.84	0	0
NM_001306488	2784	3000.73	425.46	165.812
NM_001083137	450	200.301	1	5.83849
NM_001262053	402	160.164	1.41548	10.3353
NM_001306485	444	195.359	6.58452	39.4163
NM_001262052	213	37.5564	7	217.971
NM_001083138	399	157.45	78	579.344
NM_001083139	501	245.446	55	262.055
NM_001306489	210	35.9723	0	0
NM_058441	276	69.7866	189	3167.19
NM_001306484	693	569.22	0	0
NM_058442	1497	1479.05	768	607.242
NM_170800	1278	1035.71	1016.71	1148.01
NM_001306499	612	371.528	20.2865	63.8557
NM_170801	453	202.989	237	1365.4
NM_058445	1194	917.695	445	567.082
NM_058446	687	452.502	252	651.275
NM_058447	1725	1566.56	229	170.951
NM_058448	1206	993.461	33	38.8461
NM_058450	534	268.825	75	326.269
NM_001037901	1914	1677.89	1390.59	969.217
NM_001037902	816	575.567	17.4069	35.368
NM_058453	897	661.614	343	606.28
NM_058454	429	182.36	64	410.426
NR_101519	135	18.4913	3	189.731
NM_058455	3660	3622.06	227.931	73.5921
NR_050688	24	5	0	0
NR_049950	100	31.1613	0	0
NM_001306528	627	395.682	23	67.9777
NM_001306501	1629	1413.2	15.2282	12.6017
NM_001306502	1095	897.629	4.84102	6.30702
NM_058457	1041	757.229	1	1.54439
NM_058458	1710	1515.15	302	233.096
NM_058459	1773	1604.69	567	413.214
NM_001306500	1539	1337.13	0	0
NR_049951	21	2	0	0
NM_001306490	72	41.8182	0	0
NM_001306497	4137	3757.09	437.191	136.083
NM_058460	4128	3749.62	1675.81	522.663
NR_067860	20	1.25	0	0
NM_001306494	3159	2663.79	517.829	227.337
NR_131345	3627	3196.12	252.171	92.2691
NM_001306495	2667	2186.38	0	0
NM_001306496	2007	1568.29	0	0
NM_001306363	2175	2071.35	1211.27	683.87
NM_058464	1491	1308.75	521.725	466.196
NR_049952	21	2	0	0
NM_001306491	1614	1497.12	47.3466	36.9843
NM_058465	1602	1479.91	746.306	589.746
NM_001306492	1434	1273.78	0	0
NR_049953	90	37.4737	7	218.452
NM_001306493	678	475.174	48.3471	118.988
NM_001262080	1020	796.895	30.7306	45.0977
NM_001262081	1449	1199.4	90.0402	87.792
NM_001306477	717	450.864	2.86152	7.42223
NM_001306476	1146	852.888	84.3677	115.683
NM_058467	432	184.879	621	3928.15
NM_058469	1392	1174.37	673	670.186
NM_058470	270	66.5727	69	1212.1
NM_001026658	1677	1494.17	303.576	237.602
NM_001306479	1053	768.674	0	0
NM_001306480	900	599.499	0	0
NM_001306481	552	283.384	26.4241	109.046
NM_001306478	657	433.207	15.6387	42.2173
NM_058471	1152	939.696	213.361	265.529
NM_001047247	672	561.009	585.061	1219.6
NM_001047248	441	192.795	169.939	1030.81
NM_058473	2043	2054.81	22	12.5209
NM_001306515	1446	1274.46	0	0
NM_001306514	1617	1498.56	0	0
NM_058474	1977	1949.98	563.976	338.232
NM_001026649	525	349.754	23.0241	76.9847
NM_058475	930	618.634	4.5105	8.52657
NM_001306513	771	481.48	0.489504	1.18895
NM_058476	597	340.633	131	449.748
NM_001026655	448	198.542	1.25215	7.37544
NM_001306523	703	464.025	1.74785	4.40502
NM_058477	825	623.7	14	26.2504
NM_058478	819	589.137	33	65.5061
NM_001026651	591	385.773	27.1327	82.2519
NM_001026650	762	592.816	97.8673	193.064
NM_001262100	1050	859.738	117	159.149
NM_058480	1227	1007.71	127	147.384
NM_001306522	495	239.974	27.0378	131.762
NM_001306521	1272	1099.11	91.4295	97.2811
NR_049955	149	19.8206	27	1593.05
NR_131346	1324	1013.41	276.533	319.113
NR_101520	268	65.4744	0	0
NM_058481	732	482.147	1752.15	4249.87
NM_001306512	291	78.1903	584.852	8747.36
NM_058482	234	47.6508	64	1570.7
NM_058483	1527	1331.69	493	432.942
NM_182058	492	237.335	61.0083	300.616
NM_001306511	822	573.686	123.684	252.129
NM_058484	828	580.061	27.3082	55.0558
NM_001026647	2991	3211.02	1418.03	516.447
NM_058485	7662	8572.18	3177.95	433.55
NM_001262110	5673	6230.93	543.669	102.039
NM_001306510	4536	4883.71	934.354	223.741
NR_049956	111	19.5119	0	0
NR_000173	99	33.3929	0	0
NM_001306516	489	234.672	0	0
NM_058487	1545	1280.58	198	180.818
NM_058488	957	734.755	269	428.148
NM_170803	1722	1531.61	63.2991	48.3318
NM_170802	2187	2044.97	325.53	186.161
NM_001306509	471	218.796	42.1707	225.401
NM_058490	2220	1997.99	573	335.386
NM_001306517	792	566.87	0.00292098	0.006026
NM_058491	1224	1055.33	177.997	197.246
NM_001306518	243	52.0395	5.53812	124.455
NM_058492	1230	1113.38	95.4619	100.27
NR_101522	94	33.3333	1	35.0837
NM_058493	390	150.033	3	23.384
NM_058494	1152	827.631	78.9651	111.579
NM_001306508	243	52.0395	1.03486	23.2558
NM_058495	357	123.434	5	47.3716
NM_058496	2850	2473.85	0	0
NR_131347	3773	3260.45	48	17.2166
NM_058497	975	887.343	4746	6254.9
NM_058498	423	177.196	7	46.1985
NM_001026654	789	465.208	29	72.9012
NM_058499	966	657.799	42	74.669
NM_001306520	615	384.313	0.000272521	0.000829274
NM_001306519	762	551.307	9.03156	19.1581
NM_001026652	1002	829.172	5.96817	8.41745
NR_101523	643	426.084	321	881.036
NM_058500	1470	1413.49	0	0
NM_058501	1464	1433.73	71	57.913
NM_001047179	255	58.6323	23	458.749
NM_001306498	1251	1003.33	0	0
NM_170804	1665	1455.01	6230.85	5008.01
NR_131348	1707	1487.18	186.309	146.506
NR_131349	1640	1425.59	388.836	318.974
NR_131350	1515	1264.1	0	0
NM_058504	411	167.565	11606	80999.9
NM_170806	1068	835.94	4961.19	6940.57
NM_001026403	912	658.024	0	0
NM_001306428	339	109.049	20.8077	223.144
NR_049958	67	41.8737	12	335.138
NR_101524	97	31.3929	346	12889.3
NM_058506	501	275.324	139	590.411
NM_058507	243	52.0395	513	11528.4
NM_058508	1269	1026.66	70	79.7363
NM_001306427	735	502.197	0	0
NM_001083140	249	55.4575	2	42.1749
NM_001306426	540	281.274	68.9851	286.82
NM_001306425	810	554.485	0	0
NM_058510	1008	757.915	609.015	939.705
NM_058512	2610	2858.5	3381.32	1383.35
NM_001306423	990	856.638	194.684	265.777
NM_058513	1392	1301.17	4	3.59508
NM_058514	2661	2106.93	34.3144	19.0463
NM_001129082	3339	2758.94	416.442	176.521
NM_170807	570	346.26	242	817.33
NR_101525	123	17.6995	2	132.146
NM_001262149	840	588.013	18.2437	36.2836
NM_170809	1476	999.387	238	278.501
NM_001037899	1797	1455.56	227.075	182.442
NM_001037900	1278	958.708	54.4234	66.3871
NM_001306466	1167	790.404	0	0
NM_001306467	492	237.335	14.5016	71.456
NM_001306468	246	53.6179	0	0
NM_001306473	405	162.714	0	0
NM_001306472	228	44.902	23.6178	615.116
NM_001306470	894	583.839	0	0
NM_001306471	969	651.508	0	0
NM_001306469	939	620.822	18.2677	34.4113
NM_170811	1014	689.165	185.115	314.124
NM_001026610	831	517.044	244	551.882
NM_170812	1014	932.009	496.896	623.49
NM_001306465	693	541.952	4.10378	8.85539
NM_170813	918	714.764	32.183	52.6561
NM_001306463	633	403.833	5.00599	14.4968
NM_001306464	381	142.611	10.811	88.6539
NM_001306410	1794	1375.8	0	0
NM_058515	2787	2433.3	855	410.917
NR_101526	92	35.9048	6	195.426
NM_058516	1461	1338.59	1611	1407.45
NM_001306409	363	128.298	104.679	954.159
NM_058517	2151	2265.84	3043.32	1570.73
NR_101527	2375	1781.37	74	48.5805
NM_001026565	1038	753.255	51	79.1795
NM_058521	1209	986.153	241	285.797
NM_058522	204	33.4234	23	804.751
NM_058523	249	55.4575	305	6431.67
NM_001037897	1113	785.471	22.2549	33.1344
NM_001037898	1104	778.851	60.7451	91.2098
NM_001306411	567	291.314	0	0
NM_001306412	558	289.348	0	0
NR_049961	134	18.4006	0	0
NM_170818	336	106.806	13184	144357
NM_058527	267	64.9059	0	0
NM_058526	438	190.128	19490	119881
NR_003393	140	19.3349	1	60.4843
NR_049962	143	19.4084	0	0
NR_003392	139	19.2763	5	303.341
NR_049963	219	40.5915	1	28.8104
NM_058528	828	576.545	591	1198.78
NM_058529	1029	752.104	1039.42	1616.22
NR_131351	364	129.104	345.575	3130.3
NM_001129065	1134	919.334	152.899	194.498
NM_001306419	1176	955.646	404.328	494.791
NM_058530	1113	898.139	424.269	552.436
NM_001306413	972	759.427	0	0
NM_001306414	909	702.429	0	0
NM_001306415	594	362.145	0	0
NM_001306416	354	121.018	66.5375	642.984
NM_001306417	192	29.4664	0	0
NR_049964	222	41.9453	1	27.8805
NR_003391	119	18.6812	4	250.403
NM_001306418	117	18.0156	14.9658	971.484
NM_001306421	1062	762.934	0	0
NM_001306420	1467	1204.42	319	309.74
NR_052037	20	1.25	0	0
NM_170819	2364	2130.36	397.84	218.394
NR_131352	2931	2577.13	177.095	80.3624
NM_001306422	1968	1702.24	118.065	81.112
NM_001047237	480	227.038	13	66.962
NM_001037896	1530	1286.7	284	258.122
NM_001026574	2493	2176.35	1058.54	568.803
NM_001026575	2514	2194.76	1247.46	664.699
NR_049965	20	1.25	0	0
NM_001306350	375	137.773	41	348.019
NR_049967	21	2	0	0
NM_001026489	4983	5217.08	167.258	37.4924
NM_001026490	4689	4858.6	903.516	217.475
NM_001306400	4695	4861.42	94.2697	22.6774
NM_058537	4977	5214.26	1371.47	307.593
NM_001306401	4149	4484.38	0	0
NM_001306402	3861	4128.72	0	0
NM_001306403	3963	4265.41	0	0
NM_001306404	3675	3909.74	0	0
NM_001306405	3684	3928.8	0	0
NM_001306406	3396	3578.86	0	0
NM_001306529	3759	4087.86	404.488	115.716
NM_001306407	3438	3640.83	0	0
NM_001306408	3150	3290.9	0	0
NM_001026488	2037	2045.43	0	0
NM_001026486	774	502.537	10	23.271
NM_001306397	405	162.714	1.28639	9.24549
NM_058541	708	542.53	5.71361	12.316
NM_001306398	3267	3058.35	96.5575	36.9219
NM_001306399	3258	3048.58	66.4425	25.4878
NM_058543	552	290.223	2	8.05902
NM_058544	4116	3611.24	46	14.8965
NM_001306430	1353	1093.38	39	41.7135
NM_001306431	1275	1030.73	0	0
NM_058546	1641	1429.64	144.919	118.545
NM_171833	1515	1279.58	13.1559	12.0237
NR_131353	1648	1432.16	158.224	129.201
NR_131354	2033	1860.53	140.369	88.2303
NM_001306429	210	35.9723	13.3321	433.426
NM_001306432	6330	6307.08	81.6651	15.1423
NM_058548	6441	6413.68	3895.33	710.267
NR_050574	84	43.5714	0	0
NR_050575	84	43.5714	0	0
NM_058550	483	229.556	7.80687	39.7716
NM_001306424	168	23.7255	1.19313	58.8107
NM_058551	993	619.035	200	377.832
NM_058552	2367	2178.63	6813	3657.12
NM_170821	1524	1488.57	55.0867	43.2774
NM_058554	2073	1593.24	718	527.019
NM_170822	1449	1402.1	39.9133	33.2907
NM_001306434	1716	1609.41	0	0
NM_058555	1869	1790.58	124	80.9863
NM_001262203	1260	1106.23	140	148.002
NM_001262204	1206	1050.99	0	0
NM_058557	1398	1228.5	124	118.04
NM_001306435	1131	969.232	0	0
NM_001306436	117	18.0156	0	0
NM_058558	336	106.806	71	777.406
NM_058559	1410	1351.95	2990	2586.4
NR_049972	166	23.084	105	5319.4
NM_001306433	1431	1299.62	49	44.0924
NM_058560	1425	1293.9	1.6066e-06	1.45209e-06
NM_001306393	225	43.5523	4.52062	121.387
NM_058561	2472	2450.07	139.479	66.5757
NM_001306395	186	28.2353	0	0
NM_001262210	390	150.033	30	233.84
NM_058562	1833	1842.92	5	3.17283
NM_170823	870	502.799	1	2.3259
NM_058563	684	494.356	2	4.73123
NM_001026585	1566	1155.82	10	10.118
NM_058565	2754	2098.35	38	21.1783
NM_001262216	515	258.062	5	22.6585
NR_053795_1	20	1.25	0	0
NM_001306391	2952	2825.73	71.1651	29.4524
NR_131355	3133	3007.77	87.0754	33.856
NR_131356	3022	2880.11	7.48926	3.04098
NM_001306392	2838	2695.36	14.2702	6.19153
NM_058568	1737	2133.35	1038	569.009
NM_001306394	1092	1017.5	0	0
NM_170825	1761	1911.43	931.474	569.897
NM_170824	2841	2993.7	1506.53	588.509
NM_001262221	1893	1827.66	0	0
NM_001262222	1887	1846.63	67.6105	42.8171
NM_001306389	930	707.251	4.40215	7.27906
NM_001306390	924	699.494	10.9874	18.3694
NR_003394	65	34.8182	0	0
NR_049977	72	41.8182	0	0
NM_170826	735	565.512	148.431	306.95
NM_001306385	552	320.431	0	0
NM_001306386	381	142.611	15.5687	127.669
NM_001306384	180	26.5741	6.97113	306.782
NM_058572	768	597.748	428.029	837.412
NM_058573	618	395.547	354	1046.62
NM_058574	1254	1151.01	12	12.1923
NM_058575	906	662.587	3	5.29496
NM_058576	702	439.208	6	15.9759
NM_058577	900	769.064	245	372.553
NM_001306388	78	47.8182	0	0
NM_001306387	228	44.902	2	52.0893
NM_001262231	346	114.837	0	0
NM_001262230	753	425.423	68	186.927
NM_182064	1317	1036.27	0	0
NM_058582	1365	1106.58	57	60.2387
NM_058584	474	221.553	416	2195.83
NM_001306377	285	75.1136	37.3853	582.058
NM_001026659	2115	1714.9	630.465	429.939
NM_001306356	476	223.402	26.1502	136.89
NM_058586	450	200.301	30	175.155
NM_058587	984	740.21	2067.14	3265.87
NM_001306355	222	41.9453	474.862	13239.4
NM_058588	2199	2154.47	525	284.972
NM_001306360	954	670.78	0	0
NM_001306361	837	562.733	0	0
NM_058589	1686	1326.8	275	242.388
NR_049978	89	36.4737	0	0
NR_003390	144	19.7726	43	2543.24
NR_049979	21	2	0	0
NM_058591	1224	1055.1	185	205.051
NR_131357	60	53.6254	1	21.8079
NM_058592	591	270.296	24	103.838
NM_058593	525	267.211	2	8.75307
NM_058595	216	39.0078	0	0
NM_058596	522	264.476	33	145.919
NM_001262252	840	573.22	0	0
NM_001306362	795	528.618	0	0
NM_058597	708	442.321	0	0
NM_058598	825	472.386	2	4.95128
NM_058599	330	102.285	0	0
NM_058600	537	320.228	3	10.9559
NR_070388	90	37.4737	0	0
NR_070389	90	37.4737	0	0
NM_058601	1614	1518.83	672.75	517.998
NR_131358	1618	1523.16	202.624	155.571
NR_131359	1671	1570.05	989.284	736.872
NR_131780	1606	1511.94	128.342	99.2701
NM_058603	1026	803.727	503.628	732.799
NR_131360	1851	1718.4	428.372	291.529
NM_001026388	2706	2553.9	45.4314	20.8035
NR_131361	3311	3186.56	930.569	341.516
NM_001026391	1557	1392.92	68.8428	57.7986
NR_131362	1642	1504.26	105.157	81.7524
NR_049980	323	96.9229	4.5	54.2963
NR_049981	323	96.9229	4.5	54.2963
NM_170830	1929	1937.5	1815.42	1095.77
NM_170829	2355	2389.32	0	0
NM_058607	2463	2488.59	0	0
NR_131363	2540	2603.06	2314.37	1039.76
NM_058608	2280	2320.43	39.2188	19.7655
NR_049982	149	19.8206	15	885.03
NR_049983	150	20.1896	3	173.771
NM_058609	1143	1002.78	11.3074	13.1869
NM_001306358	183	27.2604	1.69261	72.6119
NR_049984	103	22.449	0	0
NM_058610	924	735.476	98	155.827
