target_id	length	eff_length	est_counts	tpm
NR_049926	183	26.152	0	0
NR_049927	148	19.1567	0	0
NM_001306305	3762	3480.93	0	0
NR_049928	51	22.7778	0	0
NR_049929	271	61.3308	0	0
NM_001306306	3708	3426.93	0	0
NM_001306307	3414	3132.93	0	0
NM_001306308	3072	2790.93	0	0
NM_001306309	2187	1905.93	0	0
NM_058381	2193	1911.93	0	0
NM_001026671	1185	903.93	0	0
NM_058382	1605	1323.93	0	0
NM_182008	1611	1329.93	0	0
NR_049931	321	87.4107	10	136.343
NM_058384	2295	2013.93	0	0
NM_001306261	1461	1179.93	0	0
NM_058386	2283	2001.93	0	0
NR_051839	23	8	0	0
NM_001129083	2094	1812.93	0	0
NM_001306260	594	319.494	0	0
NM_001306259	900	619.184	0	0
NM_058387	594	319.494	0	0
NM_182019	312	81.5516	0	0
NM_001306263	324	89.3542	0	0
NM_001306262	1233	951.93	0	0
NM_058388	1242	960.93	0	0
NM_058389	1074	792.93	0	0
NM_001306257	381	132.382	0	0
NM_001306258	348	106.878	0	0
NR_101518	143	18.6921	0	0
NM_058390	843	562.552	0	0
NM_001037903	1866	1584.93	0	0
NM_001037904	1842	1560.93	0	0
NM_001129085	1869	1587.93	0	0
NM_001129086	1845	1563.93	0	0
NM_001129084	1887	1605.93	0	0
NM_001129087	1863	1581.93	0	0
NR_049932	150	19.32	0	0
NM_058393	387	136.991	0	0
NM_058394	2058	1776.93	0	0
NR_050996	62	25.5833	0	0
NR_049935	91	33.75	0	0
NM_001026573	1590	1308.93	0	0
NM_058395	1578	1296.93	0	0
NR_052806	91	33.75	0	0
NM_001306322	531	260.343	0	0
NM_058397	1083	801.93	0	0
NM_058398	951	670.036	0	0
NM_058399	246	48.8562	0	0
NM_058400	231	42.4173	0	0
NM_058401	159	20.6934	0	0
NM_058402	1275	993.93	0	0
NM_058403	1140	994.561	89	106.649
NR_049938	449	188.376	0	0
NR_049939	300	75.3326	0	0
NM_058404	1467	1203.94	75	74.2428
NM_058405	828	531.474	12	26.909
NM_058406	807	527.044	0	0
NM_001306269	171	23.7581	0	0
NM_170795	315	83.4414	5	71.4144
NM_001026570	315	83.4414	2	28.5658
NM_058407	1242	971.88	559	685.482
NM_058408	1590	1566.14	154	117.189
NM_001306323	2352	1903.61	46.5369	29.1351
NM_001306327	2343	1898.69	161.713	101.505
NM_001306324	2133	1686.55	0	0
NM_001306328	2124	1681.62	0	0
NM_001306325	1116	759.44	13.7409	21.5635
NM_001306326	528	272.068	0.00961509	0.0421185
NM_058410	1245	1099.35	93.6448	101.518
NM_001306329	900	742.612	0	0
NM_001306330	232	42.789	37.3552	1040.44
NM_058411	318	85.3134	186	2598.32
NM_001306331	303	76.949	13.0033	201.394
NM_001083150	387	136.991	57.0803	496.581
NM_001083151	537	348.041	139.916	479.11
NM_058415	1293	1191.22	1150	1150.54
NM_058414	981	789.556	336	507.17
NM_058416	1137	918.408	3532	4583.34
NM_001306228	858	573.901	0	0
NM_058418	537	265.847	95	425.882
NM_001262029	393	141.933	11.0329	92.6408
NM_001262030	183	26.152	22.9671	1046.65
NM_058419	1176	949.364	493	618.887
NM_001306271	1467	1020.21	109	127.331
NM_001306272	1278	832.771	0	0
NM_001306273	1320	786.771	44	66.6502
NR_052813	92	33.4	0	0
NR_049941	83	35.4444	2	67.248
NM_058422	690	440.486	108.302	293.023
NM_001306270	435	176.117	11.6983	79.1622
NM_001306300	483	218.024	18.3198	100.141
NM_001306299	1713	1330.77	25.7711	23.0795
NM_001306298	2613	2355.5	0	0
NM_001306297	2649	2397.55	0	0
NM_001306296	3738	3492.55	487.909	166.492
NM_170798	579	291.925	166	677.695
NR_049942	177	24.4137	0	0
NR_049943	292	71.7755	3	49.813
NM_170799	564	352.271	10847	36697
NM_171832	480	215.407	0	0
NM_058426	576	287.408	70	290.267
NM_001306302	204	31.509	0.99558	37.6564
NM_001306301	1554	1349.74	0	0
NM_058427	2007	1803.91	172.004	113.638
NM_058428	3210	3011.12	2360	934.074
NR_131344	861	394.188	59	178.38
NM_058429	2055	1730.74	1675.05	1153.43
NM_001306293	1455	1104.79	0	0
NM_001306294	861	515.44	0	0
NM_001306295	549	276.959	148.953	640.96
NM_058433	3060	2753.58	1093.02	473.071
NM_001262043	171	23.7581	2.6537	133.119
NM_058434	237	44.9763	10.3463	274.157
NM_001306507	549	276.959	7.40217e-05	0.000318523
NM_058435	837	559.58	12049	25661.7
NM_001306503	2067	1647.44	0	0
NM_001306504	1932	1532.98	0	0
NM_001306505	1515	1203.59	0	0
NM_001306506	642	340.142	58.9827	206.662
NM_001026608	420	163.54	56	408.096
NM_001306483	573	330.667	40.7485	146.865
NM_001306482	1692	1409.84	397.245	335.803
NM_058436	1692	1411.54	754.006	636.616
NR_049945	235	44.1801	42	1132.97
NR_049946	131	21.2378	0	0
NR_049947	49	23.5	5	253.571
NR_049948	49	23.5	5	253.571
NM_058437	1020	847.055	251	353.15
NM_058438	339	100.054	4	47.6456
NM_058439	4278	4531.07	3066.15	806.472
NR_049949	145	18.6911	2	127.524
NM_001306486	3795	4031.88	0.00098055	0.00028984
NM_001306487	3090	3239.68	0	0
NM_001306488	2784	2964.49	542.853	218.237
NM_001083137	450	189.221	12	75.5804
NM_001262053	402	148.793	3.31094	26.5195
NM_001306485	444	184.002	14.0684	91.121
NM_001262052	213	34.7999	5.62067	192.49
NM_001083138	399	146.364	59	480.413
NM_001083139	501	233.6	45	229.582
NM_001306489	210	33.7872	0	0
NM_058441	276	63.7051	176	3292.58
NM_001306484	693	522.776	0.0155097	0.0353579
NM_058442	1497	1440.35	848.984	702.471
NM_170800	1278	1006.01	1169.54	1385.51
NM_001306499	612	360.016	34.4634	114.086
NM_170801	453	191.971	261	1620.33
NM_058445	1194	884.068	514	692.907
NM_058446	687	430.532	336	930.104
NM_058447	1725	1521.92	266	208.299
NM_058448	1206	979.551	57	69.3498
NM_058450	534	263.158	82	371.359
NM_001037901	1914	1637.41	1557.98	1133.97
NM_001037902	816	557.497	20.02	42.7976
NM_058453	897	622.708	329	629.664
NM_058454	429	171.126	65	452.684
NR_101519	135	19.3773	3	184.513
NM_058455	3660	3550.1	357.653	120.065
NR_050688	24	9	0	0
NR_049950	100	33.9677	2.351	82.4866
NM_001306528	627	394.743	21	63.4019
NM_001306501	1629	1396.14	37.3474	31.8809
NM_001306502	1095	874.445	8.15359e-07	1.11125e-06
NM_058457	1041	744.695	9	14.4033
NM_058458	1710	1477.65	299	241.156
NM_058459	1773	1574.52	648.786	491.077
NM_001306500	1539	1311.74	0	0
NR_049951	21	9.5	0	0
NM_001306490	72	26.1765	8.21392	373.97
NM_001306497	4137	3722.16	238.21	76.2715
NM_058460	4128	3714.89	2301.79	738.442
NR_067860	20	8.5	0	0
NM_001306494	3159	2613.98	595.309	271.418
NR_131345	3627	3114.14	211.691	81.0141
NM_001306495	2667	2148.24	0	0
NM_001306496	2007	1545.55	0	0
NM_001306363	2175	2021.95	1452.74	856.278
NM_058464	1491	1269.25	672.262	631.23
NR_049952	21	9.5	0	0
NM_001306491	1614	1438.9	27.4846	22.7644
NM_058465	1602	1431.07	776.784	646.901
NM_001306492	1434	1251.13	3.02434e-06	2.88089e-06
NR_049953	90	32.75	10.649	387.521
NM_001306493	678	456.074	67.7314	176.992
NM_001262080	1020	770.134	0.00117715	0.00182165
NM_001262081	1449	1165.25	177.389	181.428
NM_001306477	717	438.726	22.9049	62.2204
NM_001306476	1146	832.953	42.7053	61.1024
NM_058467	432	173.595	629	4318.28
NM_058469	1392	1134.07	682	716.705
NM_058470	270	60.8005	50	980.078
NM_001026658	1677	1466.5	324.97	264.094
NM_001306479	1053	752.528	0	0
NM_001306480	900	584.65	0	0
NM_001306481	552	279.655	22.0296	93.8816
NM_001306478	657	395.558	9.26046	27.901
NM_058471	1152	901.619	238.74	315.572
NM_001047247	672	535.581	642.549	1429.81
NM_001047248	441	181.333	138.451	909.946
NM_058473	2043	1972.73	29	17.5198
NM_001306515	1446	1244.18	0	0
NM_001306514	1617	1479.16	0.00385626	0.00310705
NM_058474	1977	1897.38	590.772	371.075
NM_001026649	525	321.903	27.2244	100.793
NM_058475	930	577.44	4	8.25563
NM_001306513	771	446.083	0	0
NM_058476	597	312.557	137	522.383
NM_001026655	448	187.484	0	0
NM_001306523	703	446.444	4	10.678
NM_058477	825	599.86	9	17.8809
NM_058478	819	569.158	63	131.918
NM_001026651	591	375.486	39.942	126.775
NM_001026650	762	574.759	109.058	226.136
NM_001262100	1050	827.126	115	165.7
NM_058480	1227	962.656	125	154.752
NM_001306522	495	228.168	9.06295	47.3383
NM_001306521	1272	1077.72	127.234	140.7
NR_049955	149	19.0041	37	2320.33
NR_131346	1324	998.706	279.703	333.778
NR_101520	268	59.8266	0	0
NM_058481	732	465.314	1774.14	4544.01
NM_001306512	291	71.1133	650.86	10907.7
NM_058482	234	43.6221	51	1393.35
NM_058483	1527	1282.49	469	435.828
NM_182058	492	225.62	75.5234	398.934
NM_001306511	822	547.529	175.955	382.994
NM_058484	828	554.845	36.5215	78.4465
NM_001026647	2991	3122.22	1449.52	553.298
NM_058485	7662	8444.91	4001.45	564.702
NM_001262110	5673	6144.03	716.406	138.964
NM_001306510	4536	4824.23	919.62	227.184
NR_049956	111	32.2444	0	0
NR_000173	99	36.5	0	0
NM_001306516	489	223.086	6.41466	34.2687
NM_058487	1545	1241.4	203.585	195.448
NM_058488	957	711.907	229	383.362
NM_170803	1722	1478.68	70.1153	56.5114
NM_170802	2187	1981.91	431.014	259.183
NM_001306509	471	207.517	62.8704	361.069
NM_058490	2220	1964.05	668	405.342
NM_001306517	792	542.418	0	0
NM_058491	1224	1028.25	244	282.807
NM_001306518	243	47.5346	9.33788	234.118
NM_058492	1230	1080.14	128.662	141.96
NR_101522	94	34.0769	2	69.9467
NM_058493	390	139.411	2	17.0974
NM_058494	1152	805.771	74	109.45
NM_001306508	243	47.5346	0	0
NM_058495	357	113.726	0	0
NM_058496	2850	2445.23	0	0
NR_131347	3773	3216.3	39	14.4512
NM_058497	975	861.279	4757	6582.44
NM_058498	423	166.042	9	64.5984
NM_001026654	789	447.92	33	87.8033
NM_058499	966	636.196	123	230.416
NM_001306520	615	356.861	0.234527	0.783234
NM_001306519	762	529.173	24.2794	54.681
NM_001026652	1002	808.095	14.4861	21.3642
NR_101523	643	415.342	367	1053.07
NM_058500	1470	1389.83	21.3445	18.3029
NM_058501	1464	1380.95	66.6555	57.5249
NM_001047179	255	53.3789	25	558.171
NM_001306498	1251	983.057	0	0
NM_170804	1665	1431.93	6322.7	5262.33
NR_131348	1707	1465.57	80.6021	65.5448
NR_131349	1640	1402.52	247.694	210.476
NR_131350	1515	1243.81	0	0
NM_058504	411	156.298	9331	71149.5
NM_170806	1068	813.356	5798	8495.61
NM_001026403	912	634.758	0	0
NM_001306428	339	100.054	0	0
NR_049958	67	28.3077	7	294.707
NR_101524	97	34.5	387	13368.7
NM_058506	501	233.6	126	642.829
NM_058507	243	47.5346	511	12811.7
NM_058508	1269	991.299	78	93.775
NM_001306427	735	480.382	0	0
NM_001083140	249	50.1545	1	23.7622
NM_001306426	540	268.471	104.689	464.73
NM_001306425	810	533.84	6.08736	13.5898
NM_058510	1008	737.544	690.224	1115.32
NM_058512	2610	2792.47	3701.08	1579.57
NM_001306423	990	812.657	248.919	365.047
NM_058513	1392	1275.43	18	16.8195
NM_058514	2661	2062.35	75.0796	43.3868
NM_001129082	3339	2711.78	416.873	183.209
NM_170807	570	336.993	210	742.671
NR_101525	123	22.3962	2	106.427
NM_001262149	840	578.639	29.0476	59.8274
NM_170809	1476	966.066	248	305.944
NM_001037899	1797	1420.57	367.991	308.726
NM_001037900	1278	929.596	32.3055	41.4171
NM_001306466	1167	771.226	0	0
NM_001306467	492	225.62	0.0728508	0.384816
NM_001306468	246	48.8562	6.63039	161.739
NM_001306473	405	151.241	2	15.7601
NM_001306472	228	41.457	12.8919	370.609
NM_001306470	894	558.918	0	0
NM_001306471	969	623.463	0	0
NM_001306469	939	594.106	16.7781	33.657
NM_170811	1014	658.974	253.33	458.159
NM_001026610	831	488.393	232	566.13
NM_170812	1014	902.476	517.93	683.963
NM_001306465	693	510.42	53.0703	123.914
NM_170813	918	692.716	54.3953	93.5844
NM_001306463	633	378.589	0	0
NM_001306464	381	132.382	14.6047	131.481
NM_001306410	1794	1366.15	0	0
NM_058515	2787	2401.69	958	475.386
NR_101526	92	33.4	8	285.457
NM_058516	1461	1304.62	1425	1301.75
NM_001306409	363	118.73	72.4521	727.258
NM_058517	2151	2217.59	2830.55	1521.2
NR_101527	2375	1726.13	59	40.7358
NM_001026565	1038	740.232	76	122.361
NM_058521	1209	964.52	248	306.435
NM_058522	204	31.509	58	2193.77
NM_058523	249	50.1545	252	5988.08
NM_001037897	1113	773.798	22.3401	34.4076
NM_001037898	1104	764.838	96.6599	150.617
NM_001306411	567	293.739	0	0
NM_001306412	558	277.678	0	0
NR_049961	134	20.0149	0	0
NM_170818	336	97.7615	10181	124114
NM_058527	267	59.4105	0	0
NM_058526	438	178.809	16640	110908
NR_003393	140	18.7367	0	0
NR_049962	143	18.6921	0	0
NR_003392	139	18.5401	4	257.126
NR_049963	219	37.6951	1	31.6164
NM_058528	828	559.589	610	1299.15
NM_058529	1029	731.826	1107.81	1804.08
NR_131351	364	119.446	396.186	3952.97
NM_001129065	1134	886.643	120.685	162.219
NM_001306419	1176	921.527	553.221	715.464
NM_058530	1113	864.343	326.207	449.785
NM_001306413	972	733.66	0	0
NM_001306414	909	677.75	0	0
NM_001306415	594	340.924	0	0
NM_001306416	354	111.427	98.8869	1057.66
NM_001306417	192	27.8326	0	0
NR_049964	222	39.0278	2	61.0736
NR_003391	119	23.7024	3	150.843
NM_001306418	117	25.7324	0	0
NM_001306421	1062	746.554	0	0
NM_001306420	1467	1181.86	363	366.049
NR_052037	20	8.5	0	0
NM_170819	2364	2096.15	556.08	316.164
NR_131352	2931	2525.26	195.707	92.3629
NM_001306422	1968	1672.29	92.2125	65.7167
NM_001047237	480	215.407	17	94.0558
NM_001037896	1530	1268.62	299	280.891
NM_001026574	2493	2143.36	1331.88	740.571
NM_001026575	2514	2165.78	992.124	545.944
NR_049965	20	8.5	0	0
NM_001306350	375	128.006	25	232.759
NR_049967	21	9.5	0	0
NM_001026489	4983	5148.38	110.827	25.655
NM_001026490	4689	4797.59	1155.92	287.145
NM_001306400	4695	4800.69	79.8667	19.8271
NM_058537	4977	5145.28	1351.23	312.981
NM_001306401	4149	4427.33	1.95814e-07	5.27107e-08
NM_001306402	3861	4079.64	2.29776e-08	6.71244e-09
NM_001306403	3963	4205.62	1.26989e-05	3.59861e-06
NM_001306404	3675	3857.93	1.93755e-06	5.98544e-07
NM_001306405	3684	3922.69	8.71774e-08	2.64861e-08
NM_001306406	3396	3575	0	0
NM_001306529	3759	4029.9	482.255	142.62
NM_001306407	3438	3640.37	0	0
NM_001306408	3150	3292.69	0	0
NM_001026488	2037	2036.1	25.9014	15.1608
NM_001026486	774	488.113	14	34.1826
NM_001306397	405	151.241	0	0
NM_058541	708	512.492	7	16.2783
NM_001306398	3267	2990.78	91.4969	36.4603
NM_001306399	3258	2981.2	77.5031	30.9831
NM_058543	552	279.655	0	0
NM_058544	4116	3568.68	43	14.3601
NM_001306430	1353	1061.27	44	49.4108
NM_001306431	1275	1000.08	0	0
NM_058546	1641	1392.52	114.307	97.8292
NM_171833	1515	1247.07	9.20175	8.79383
NR_131353	1648	1397.38	189.396	161.53
NR_131354	2033	1841.94	103.196	66.7705
NM_001306429	210	33.7872	1.89945	66.9997
NM_001306432	6330	6218.53	124.206	23.8041
NM_058548	6441	6326.86	4207.79	792.618
NR_050574	84	36.4444	0	0
NR_050575	84	36.4444	0	0
NM_058550	483	218.024	12	65.5955
NM_001306424	168	22.936	0	0
NM_058551	993	600.397	184	365.239
NM_058552	2367	2145.71	6744	3745.79
NM_170821	1524	1468.54	52.3904	42.5172
NM_058554	2073	1562.72	915	697.811
NM_170822	1449	1385.37	24.6096	21.1707
NM_001306434	1716	1585.71	0	0
NM_058555	1869	1763.05	84	56.7821
NM_001262203	1260	1080.25	159	175.417
NM_001262204	1206	1026.69	0	0
NM_058557	1398	1198.46	145	144.192
NM_001306435	1131	943.048	0	0
NM_001306436	117	25.7324	0	0
NM_058558	336	97.7615	71	865.541
NM_058559	1410	1326.6	3202	2876.58
NR_049972	166	22.1604	81	4356.17
NM_001306433	1431	1280.15	34.7993	32.397
NM_058560	1425	1274.23	12.2007	11.4112
NM_001306393	225	40.3491	5.61062	165.72
NM_058561	2472	2404.51	142.389	70.5745
NM_001306395	186	26.719	0	0
NM_001262210	390	139.411	31	265.009
NM_058562	1833	1793.12	8	5.31713
NM_170823	870	482.863	7	17.2771
NM_058563	684	468.536	5	12.7182
NM_001026585	1566	1142.8	28	29.2002
NM_058565	2754	2052.63	49	28.45
NM_001262216	515	246.096	1	4.84275
NR_053795_1	20	8.5	0	0
NM_001306391	2952	2741.41	53.8741	23.4208
NR_131355	3133	2913.43	34.9142	14.2822
NR_131356	3022	2790.09	19.3136	8.24976
NM_001306392	2838	2613.94	92.8981	42.3554
NM_058568	1737	2058.43	1082	626.454
NM_001306394	1092	989.323	26.517	31.9436
NM_170825	1761	1860.13	856.405	548.697
NM_170824	2841	2921.89	1778.08	725.244
NM_001262221	1893	1795.14	0	0
NM_001262222	1887	1812.64	61.0025	40.1083
NM_001306389	930	687.946	13.8215	23.944
NM_001306390	924	683.5	24.176	42.1544
NR_003394	65	28.5833	0	0
NR_049977	72	26.1765	0	0
NM_170826	735	544.832	199	435.299
NM_001306385	552	295.387	0	0
NM_001306386	381	132.382	0	0
NM_001306384	180	25.2863	6.3347	298.565
NM_058572	768	583.536	407.665	832.595
NM_058573	618	376.861	415	1312.39
NM_058574	1254	1120.44	16	17.0188
NM_058575	906	642.651	6	11.1269
NM_058576	702	413.999	9	25.9084
NM_058577	900	747.597	238	379.408
NM_001306388	78	30.4444	0	0
NM_001306387	228	41.457	5	143.737
NM_001262231	346	105.279	11.7102	132.562
NM_001262230	753	403.642	66.2898	195.726
NM_182064	1317	1007.36	0	0
NM_058582	1365	1083.14	101	111.131
NM_058584	474	210.145	368	2087.02
NM_001306377	285	68.1873	52.422	916.236
NM_001026659	2115	1686.6	682.135	482.01
NM_001306356	476	211.924	48.4433	272.428
NM_058586	450	189.221	20	125.967
NM_058587	984	741.062	2279.02	3665.15
NM_001306355	222	39.0278	488.976	14931.8
NM_058588	2199	2119.23	565	317.738
NM_001306360	954	648.091	0	0
NM_001306361	837	548.183	0	0
NM_058589	1686	1301.49	329	301.268
NR_049978	89	33.1304	0	0
NR_003390	144	18.8356	29	1834.92
NR_049979	21	9.5	0	0
NM_058591	1224	1023.97	176	204.843
NR_131357	60	42.5713	3	83.9849
NM_058592	591	316.741	36	135.455
NM_058593	525	255.032	7	32.7115
NM_058595	216	36.305	1	32.827
NM_058596	522	252.272	24	113.381
NM_001262252	840	454.755	2	5.24143
NM_001306362	795	515.283	0	0
NM_058597	708	378.425	3	9.44797
NM_058598	825	456.715	3	7.8284
NM_058599	330	93.5798	1	12.7355
NM_058600	537	296.151	5	20.1212
NR_070388	90	32.75	0	0
NR_070389	90	32.75	0	0
NM_058601	1614	1484.05	612.845	492.153
NR_131358	1618	1494.29	237.842	189.693
NR_131359	1671	1533.06	1114.81	866.638
NR_131780	1606	1478.91	119.504	96.3024
NM_058603	1026	789.443	454.419	686.013
NR_131360	1851	1676.79	524.581	372.848
NM_001026388	2706	2516.51	59.8466	28.3425
NR_131361	3311	3137.76	947.153	359.747
NM_001026391	1557	1334.99	73.3725	65.5016
NR_131362	1642	1443.07	125.628	103.752
NR_049980	323	88.7135	4.5	60.4533
NR_049981	323	88.7135	4.5	60.4533
NM_170830	1929	1900.79	2198.02	1378.15
NM_170829	2355	2316.61	0	0
NM_058607	2463	2479.96	3.95948	1.90279
NR_131363	2540	2565.52	2559.74	1189.1
NM_058608	2280	2288.18	53.2765	27.7487
NR_049982	149	19.0041	8	501.694
NR_049983	150	19.32	9	555.179
